movie,user_review_permalink,user_review
Sunset Blvd.,https://www.imdb.com/review/rw0043387/,"Sunset Blvd. could be looked at as a thesis on what fame does to certain people.  For Norma Desmond, fame created a fantasy world that forever trapped her.  Living alone in that giant house on Sunset, save for her servant Max, Norma whiles away the hours planning her magnificent return. Her fame kept alive by fan letters, and her hope of return kindled by Joe Gillis.  For Norma, there is no other life than standing before cameras and acting out lives of characters that are larger than life.  Of course, no one knows who Norma Desmond is.  Gloria Swanson gives a magnificent performance. She runs from melancholy, to unbridled joy, to complete mental breakdown. William Holden is the ultimate cynic.  He plays Norma like a fiddle but gets ensnared in her web of decaying glory.  In the end, Joe pays the price for enduring Norma's insanity.  As she descends that staircase in the final scene, you can see that she is completely lost in her own world.  A world where no one grows old, where she is forever young, and where she is the greatest star of them all.  After all, stars never age."
The Great Dictator,https://www.imdb.com/review/rw1005305/,"I was surprised and impressed to find out this movie was released in 1940, before the United States entered World War II. On the surface, satirizing something as solemn and horrible as Nazi Germany could be misconstrued as rash. But Chaplin's brilliance isn't limited to making a joke out of everything. In fact, the seriousness of his message wouldn't have been nearly as valid if not for the excellent use of humor in this movie along with the moments of stark drama blended in. Drama alone wouldn't have had the bite and resonance that this film did. Laughing at someone (Adenoid Hynkel) can be the best way to attack them, while laughing with someone (the Jewish Barber) can be the best way to love them. In the Jewish Barber's final speech, I forgot for a moment that the war he was talking about happened more than half a century ago. They are words that have meaning now, and in any time of war. For this reason I believe the film did far greater good than harm, as it still has the same profound effect today."
Jagten,https://www.imdb.com/review/rw2683143/,"""The Hunt"" is the latest unflinching drama from Danish auteur Thomas Vinterberg. Co-written with Tobias Lindholm, this is an ambitious star vehicle for legendary actor Mads Mikkelsen, an icon in Denmark and familiar face around the world as well. He plays Lucas, a small-town kindergarten teacher. At its heart the story is ultimately a powerful comment on prejudice, based on true incidents, that may leave you emotionally drained but truly moved.To delve into the plot here would reveal too much. So I'll just say that the film is quite dark and deals with some very difficult subject matter that can be very hard to watch at times. I'll leave it to you to decide if you want to be more aware of the details by looking up a basic synopsis.This is essentially a one-man show. While supporting cast members are all up to the challenge, Lucas is on on screen virtually every moment of the movie and its overall success rises or falls on his believability. Mikkelsen's delicately underplayed characterization of a man under fire likely won't be appreciated or understood by all viewers. His restrained performance is remarkable and does much to make The Hunt a haunting, memorable experience. Among the children, Annika Wedderkopp's portrayal of Klara is frighteningly brilliant. She steals every scene she's in.The physical beauty of the production belies the ugliness beneath. Natural lighting is used to match the heights and depths of the kindergarten children's emotions. Their innocence is reflected in its intensity. When surrounded by love, they are glowing. The color palette is warm and inviting. As fear rises, they appear in shadow. The tableau turns increasingly darker as the narrative does.This is a very quiet and thoughtful experience in many ways. Nikolaj Egelund's score is sparse. Editors Janus Billeskov Jansen and Anne Østerud keep the pace measured and deliberate. The focus is on the story. Long takes without dialogue are quite effective as so much is said in the eyes, in the faces, of Lucas, the kids, and townsfolk. Cinematographer Charlotte Bruus Christensen allows the lush landscape of the Danish countryside to lull the viewer into a sense of peace, in contrast with the turmoil just under the surface, ready to jump out like a demon in a horror film. But these are real life nightmares, not the product of a genre writer's imagination, which chill to the bone.Hollywood could never touch this subject and have anywhere near the impact. Backed independently by Swedish and Danish production companies, director Vinterberg actually intended to set and shoot the picture in Canada but better tax incentives and financing led him back to his native country of Denmark. It doesn't matter, though. This is the kind of isolated little village that can be found anywhere in the world.""The Hunt"" was easily the saddest film I've seen all year but in a cathartic way that only a great work of art can accomplish. It's a gritty and hard-hitting statement on our judgmental society that pulls no punches in its recounting of a controversial ripped-from-the-headlines story, repeated all too often in recent history, that's both poignant and polarizing in its authenticity.It was difficult for me to hold back tears during the screening. I broke down several times. Many will be touched by certain scenes more than others, but ""The Hunt"" is one of the most affecting and emotional films I've ever seen and one of the best of 2012."
Inglourious Basterds,https://www.imdb.com/review/rw5464260/,"This is a perfect Tarantino movie. It's explosive and exciting while also deep and well thought out. It took me a minute to get used to reading so many subtitles because of the variety of languages used, but I think that's a quality that makes the movie even more enticing. It is incredibly well done and it had a hold of me from beginning to end. Fair warning for any Tarantino movie, be prepared for the gore and violence. It runs rampant throughout the movie, but it's kind of gratifying seeing it happen to the Nazis."
Eternal Sunshine of the Spotless Mind,https://www.imdb.com/review/rw0902240/,"How happy is the blameless vestal's lot! The world forgetting, by the world forgot. Eternal sunshine of the spotless mind! Each pray'r accepted, and each wish resign'd. -- Alexander Pope==> I confess to being an idealist and a romantic. This type of film appeals to people like me... the ones who believe in love at first sight, soul mates, destiny, yada yada yada. The Charlie Kaufman penned 'Eternal Sunshine of the Spotless Mind' is as fresh and original as some of his other screenplays (Being John Malkovich, Human Nature, Adaptation), but adds a romantic depth that makes this one of the most complete film going experiences I have ever had.There was an exchange during the film between our two leads, Joel and Clementine, played with poignancy and nuance by Jim Carrey and Kate Winslet, that echoed what I was feeling about the film.Clementine: This is it Joel. It's going to be gone soon.Joel: I know.Clementine: What do we do?Joel: Enjoy it.Luckily for me, I knew I was going to be able to revisit the film many times in my life. The depth of the film manifests itself in the fact that the soul mates, Joel and Clem, both know that their time is running out and that they will never be able to meet again.Most films might choose to highlight this type of heartbreak with the death of a loved one or a bittersweet farewell at a train station. But not Charlie Kaufman. He is bored by clichés. Rather, he chooses to dazzle us with the complexities of the human mind and all of its glorious possibilities. He is a master storyteller that is unlike any other I am aware of.Joel (Carrey) is socially inept. He has had girlfriends, but none that really meant anything. It is as if he has never had a significant relationship of any kind. But, one day, he meets Clementine. ""Don't make any jokes about my name"", she warns him. She is wild and kooky, changing her hair color from red to orange to blue to green depending on her current mood. She seems the polar opposite of Joel, but they click. They click in ways even they can't pinpoint. But from the moment they meet, they know there is something special there.However, after a silly argument breaks up their relationship, Clementine decides to visit Lacuna Inc., a company that specializes in wiping troubling memories away forever. She has decided to erase the memory of Joel. When Joel hears this from some friends, he angrily decides to do the same to Clementine, erasing her completely from his mind.The erasing process involves a mapping of the memories and an all night process of erasure that is ""technically brain damage"", according to the doctor. The bulk of the film takes place during the process, inside Joel's mind. The most recent memories are first to go and we watch as they slowly disappear into nothingness. Those recent memories are bitter as we witness the arguments and the boredom of their relationship. But as the time rewinds, the memories get better. We travel backwards and watch Joel and Clem during their best moments, loving life and loving each other. As this happens, Joel desperately regrets his decision. He wants the inevitable erasure to stop, but he is completely powerless. Soon she will be gone and he won't even remember that he forgot her. The film focuses on his attempts to foil the process and retain some of her in the recesses of his mind.'Eternal Sunshine' is directed by Michel Gondry who also helmed 'Human Nature'. He has a flare that accompanies Kaufman's words with perfect symmetry. This film bounces around on its timeline almost hysterically, but the director never lets us get lost. We always feel in control of our senses and our emotions. It is a tribute to Carrey and Winslet that they were able to do the same.Jim Carrey has pulled off a rather remarkable transformation that I would have deemed impossible a decade ago. He is becoming a brilliant actor with qualities that resemble Jimmy Stewart and Tom Hanks. He is a fabulous everyman who is sympathetic and knowing, interesting and kind. He deserves tremendous praise for this role. Kate Winslet is consistently brilliant in every film. She is easily one of the very best actresses we have. Here she plays against type, and embodies a fascinating woman who craves attention but needs intimacy. Hers is a beautiful performance that will go overlooked. It is easy to understand why Joel falls in love with Clementine.I think fans of Charlie Kaufman will be thrilled with this brilliant entry in to his collection. I think the film will appeal to those who loved the recent masterpiece 'Lost in Translation' or Tom Tykwer's recent beauty, 'Heaven'. It is a romantic fantasy with real emotions and real characters that will resonate with the viewer who isn't entirely closed to sentiment. When Clementine whispers ""Meet me in Montauk"" into Joel's ear... it's hard to hold back a tear.This will easily be one of the best films of 2004. It is the antithesis of the typical romantic Hollywood fare. I loved every minute of its refreshing originality. The film has passion and flare and brilliant wit, all framed by an intelligent script that deals in absurdity while managing to maintain an intimate realism. These characters feel real. You root for them. You want them to meet again and give it another chance. It is a film that will only get better over time, as our memory of it waxes and wanes its way into our hearts.TC CANDLER"
Requiem for a Dream,https://www.imdb.com/review/rw6065804/,"This movie is about how drugs can affect your life. Watching this movie really hurts. If you want to convince someone to stop doing drugs / live more healthy this is the movie to do it. Great acting (especially by Ellen Burstyn) and a realistic / convincing story but man is it painful to watch. This is the kind of movie you are happy to have watched at some point but you don't want to rewatch it because it is a real mood killer.9/10 would recommend if you are looking for a heavy, dramatic movie."
American Beauty,https://www.imdb.com/review/rw0593815/,"Of the 250+ films I've seen and rated on IMDb, only one other (Schindler's List) is as good as American Beauty. A film like this not only entertains while you're in the theater but also drops subtle questions in your head about the nature of human behavior and the gulf between fantasy and reality. After watching this movie, viewers will think long and hard about their own lives as well as the lives of people around them. The movie spells out the social disillusionment phenomenon everyone experiences but can't really grasp.American Beauty reminds us that, like Lester, we really have no idea what we really want. We're not rational creatures as economists assume we are. Our instinct might lead us to perform one action, yet our brains might tell us to perform the complete opposite. We may lust after material belongings, yet how do we know we will still treasure those material belongings once we obtain them? Lester may lust after Angela, yet once he feels her in his hands and finds out the truth about her sexuality, an entirely different feeling comes over him.Ricky Fits, the drug-dealing boy next door, is able to look beyond conventional notions of attractiveness and find beauty in non-promiscuous, solemn girls as well as in plastic bags floating in the wind. When many criticize the movie, they say, ""Where's the beauty in a plastic bag?"" And that's the point. We live in a world of aesthetic subjectivism. What one person finds attractive, another may find repulsive, yet the urge is there for people to assume aesthetic absolutism. ""It's just a plastic bag! How can there be beauty in it?"" Well, a human being is just an aggregation of tissues, bones, and blood. How is that attractive? It depends on how you look at it. Reality is shaped by perspective.Some people criticize the Ricky Fits character because he records his life experiences on tape and doesn't actually experience them. But time moves inexorably in one direction. Time cannot be stopped. In a physical sense the past and the future don't exist. We are only conscious in the present. Everything we do, everything we achieve, every bit of happiness we experience -- they are all eventually buried in the past by time. Recording subjective beauty is a means by which one can attempt to salvage beauty from the past into the present because time eventually destroys all beauty. If you don't believe me, walk into a pre-school and then walk into a nursing home. Remember that all the old men and women in the nursing home were once little kids.Another profound element of American Beauty is in the tag line: look closer. An individual's behavior is not independent of his environment. Humans are conformists by nature, and humans will modify their behavior to assimilate into existing social categories. If any individual dares to stray from the category to which he has been assigned, he is shouted down and ostracized. No one can resist the urge to conform, so why bother? Everyone is nice in public, yet on the streets they blare their horns, scream, and swear. Some boys I know pretend to hate American Beauty because on the surface it seems like a ""chick flick."" They force themselves to watch gory horror movies and show off to others how they can stomach intense violence and excessive sex scenes. In American Beauty, Angela acts like a total slut, as many girls seem to be nowadays. In the end, however, she is not what she makes herself out to be. Colonel Fits tries to act like such a man, yet in the end it's all just a giant facade. Civilization is but one giant movie, and members of society must start acting their parts if they want to belong to this civilization. Otherwise, they're outsiders. Try walking into a job interview without a tie. You'll be thrown out. That is the power of convention.What if I asked you this question: What do you want in life? Most people would say, ""happiness."" But is happiness worth deluding yourself for? Carolyn Burnham shields herself from sadness by adopting a positive-thinking philosophy, a philosophy of self-affirming mantras and harsh self-discipline. Positive thinking may help you attain your goals, but positive thinking also blinds you from reality. Is it wise or moral to change the channel when you hear about mass starvation in Africa so you can enjoy moments of fleeting happiness from a cheap romance movie? Self-help is just a euphemism for self-deception. All humans need some complex fraud to distract them from the harsh and nihilistic realities of life, whether it's religion, money, or even love.In spite of American Beauty's greatness, there are problems. Characters are stereotypical, but viewers will hardly notice unless they're ultra-critical. Anyway, exaggeration is essential in satire so that certain points are made obvious to viewers. Furthermore, Alan Ball's original screenplay is slightly edited. The ending is more optimistic.Problems aside, Sam Mende's debut movie is one of the greatest I've seen. Not only is it entertaining but it is also filled with interesting ideas. It's an important film for society because there's so much society needs to learn. One boy I knew refused to watch American Beauty because, as he said, ""I'm not gonna watch a movie with a name like that!""Look closer.10/10"
Good Will Hunting,https://www.imdb.com/review/rw0418096/,"Sure, this film's plot is fairly predictable. Sure, if you boiled it down to its essential components it wouldn't amount to much. Sure, Will Hunting's genius is profoundly unrealistic.Yet I'm giving this one 10 out of 10.I don't know whether Matt and Ben have ever been in therapy, but they certainly understand a lot about the human psyche, how it ducks responsibility, and pushes blame onto others, how it dismisses the real gifts it has and concentrates on running itself down. How many of us suffer from the same problems as Will? Only those who deny their own vulnerability will remain unaffected by this film.Not only is the script powerful, but the dynamics between the characters - all of them selfish, even Skylar - is vividly and plausibly executed. The film just about manages to avoid easy answers, preferring to acknowledge (indeed, highlight) the complexity and pain of personal growth and self-realisation.You could read a lot of self-help books, but they won't bring across to you as powerfully as this film what it's like to be scared, what it's like to experience loss, how difficult it is to shake off your old ways of thinking, how important honesty to yourself is. If this is the kind of revelation Matt and Ben are going to come up with, I look forward to their future efforts.The first time I saw it, I felt moved as the credits rolled. On my way home from the cinema, I felt sombre. When I got home, I finally burst into tears. This film burns slowly, inside you.As cinema, it's fair to middling. The performances are all first class. The script is a jewel. As wisdom, it's second to none. A fine achievement."
Toy Story,https://www.imdb.com/review/rw0373152/,"Andy's toys live a reasonable life of fun and peace, their only worries are birthdays and Christmases, when new toys could easily replace those already there.  One such birthday Andy's top toy, Woody the cowboy, finds himself in direct competition with Andy's new Buzz Lightyear doll.  When rivalries boil over Woody tries to hide Buzz down the side of the bed but accidentally pushes him out the window, the other tops expel Woody, and he leaves with no choice but to find Buzz and return him to the house.  But with only two days before Andy moves house, time is of the essence.Given how often the same mix of animation, wit, jokes and kids humour has been used since Toy Story (Ice Age, Monsters Inc, Bugs Life) it is easy to forget how refreshing it was when it first came out.  I have just watched it again and it is dating a little in comparison to more recent twists on the formula.  It seems each one has to be sharper and have more references etc in the background.  However it is still very funny and deserves praise for being the first of a successful formula.The plot is simple but effective and actually has genuine drama and excitement to it.  The main story is fun but the degree of character development is what really shores it up.  The conflict between Buzz and Woody is taken deeper than this and, when confronted by the truth of his status as a toy, Buzz's turmoil is very real as opposed to him being a cartoon character and nothing more.  Despite the two strong leads there is a real depth in the support cast.  They may not actually have that many lines, but they have all the funniest lines.  Most of the `adult' wit comes from the Potato Head, dinosaur, the pig and slinky dog.  They are funny and are very well used.  In fact the majority of this humour and plot will go right over kids heads.Looking back on it, I do feel a cynical edge on it in so much as this film must really have helped sales of the toy companies in the film.  It's hard not to see the marketing department standing behind this film rubbing their hands.  However the actual product is so wonderfully fun that I forgot this quickly.  The voice work is excellent and the characters match the actors. Hanks is good as Woody and Allen has a good B-movie type voice for Buzz. Varney, Ratzenberger, Ermey (doing his usual), Rickles and others are all really good in the support roles and, probably, come out as the favourite characters for adults.Overall this is a classic film that will appeal to adults as much as to kids (if not more).  A good plot and a really sharp script make the already short running time fly by.  The only downside is that your kids will want you to go out and buy the damn things!"
Braveheart,https://www.imdb.com/review/rw5506020/,"The Academy Award winning war epic Braveheart is an extraordinary film that set a new bar for the genre. The story follows a Scottish peasant named William Wallace who's pushed into leading a rebellion against the tyranny of English rule when his wife is murdered. Starring Mel Gibson, Patrick McGoohan, Sophie Marceau, and Brendan Gleeson, the film has a strong cast that delivers outstanding performances. Additionally, the battle sequences are remarkably gritty and violent, which adds to the authentic tone of the film. And, composer James Horner provides a sweeping and majestic score that's incredibly powerful. A groundbreaking film, Braveheart does an exceptional job at depicting both the valor and the horror of war."
Reservoir Dogs,https://www.imdb.com/review/rw2301618/,"Reservoir Dogs is the debut of director and writer Quentin Tarantino. It stars Harvey Keitel, Steve Buscemi, Tim Roth, Michael Madsen, Chris Penn, and Lawrence Tierney. Tarantino has a minor role, as does criminal-turned-author Eddie Bunker.It feels a bit silly to write it now, but there was a time when Reservoir Dogs barely made a ripple in the cinema loving world; in America that is. Upon its release in the States it was moderately successful and comfortably made back its $1.2 million budget. However, upon hitting the British shores it was a big hit and grossed nearly £6.5 million and then Pulp Fiction exploded on the world in 94 and Reservoir Dogs got reappraised in its home country. The rest as they say is history.Tarantino, the most enthusiastic of film fans, was once a video store clerk in Redondo Beach. There he dreamed of making his own movies and planned to make Reservoir Dogs with his friends on a relatively small budget. As luck would have it, Keitel got hold of the script and wanted in. With his name attached, and using his contacts, a serious budget was raised and so the Dogs were set loose. At the time of its popularity, Tarantino had to guardedly fend off accusations of plagiarism and a charge of just hacking from older classic heist movies. His argument was that he was making his own homage to the heist caper, but even so, the fact remains that Reservoir Dogs is spliced from The Killing, Kansas City Confidential, The Big Combo, The Taking Of Pelham One Two Three and we can definitely throw in The Asphalt Jungle as well.Yet Reservoir Dogs is still extraordinarily fresh and vibrant, raising the bar for crime movies in the modern era. Tarantino of course has since gone on to prove his worth with other projects, so in truth his homage movie was merely the foot in the door for the talented son of Knoxville, Tennessee. In terms of its dialogue, tho, and its gleeful use of ""ultra-violence,"" it has few peers. From any decade. It also helps considerably that Tarantino has assembled a quality cast to make his non-linear classic shine. Keitel is a given, but Roth is exceptional, as too is Buscemi, while Madsen is frighteningly convincing as psycho for hire Mr. Blonde. Then there's the 70s soundtrack, a vital part of the narrative as we hear the dulcet tones of Steven Wright Djing on K-Billy's Super Sounds of the Seventies. If you have not seen the film yet? Then I promise you will remember Stealers Wheel-Stuck in the Middle for the rest of your cinema loving days.And that's the thing with Reservoir Dogs, it's crammed packed full of memorable things. A quip, a bang, a song or the WTF ending, as homages go; it's one of the very best. 9/10"
Idi i smotri,https://www.imdb.com/review/rw1648309/,"Even before the final credits rolled, I strongly suspected this movie would end up on my Top 20; in fact, perhaps even my Top 10. A teenage boy, his hearing impaired from having just been at the site of a bombing, and a young woman clutching at him, the two of them stumbling and sludging through a slimy, smelly bog. A stork in the woods as it rains. A cluster of dolls piled up on the floor with flies buzzing all over the room. You don't need vast, elaborately choreographed battle scenes to bring home the message of the senselessness and pain of war. Reading viewers' comments on the movie, it seems that most found the second half  which admittedly contained some of the most powerful massacre scenes ever filmed  as the most ""satisfying"". A few other viewers seem to imply the movie doesn't really get going until the second half. For me, it was the first half that got under my skin the most, for its cinematic originality, poetry and symbolic power. War is experienced by civilians as well as by soldiers: this may seem like an obvious statement, but it's only after watching Come and See that you realise how few war movies are truly about the suffering of the ordinary man and woman, defenseless child and frail senior citizen. Also, never before had I seen the plight of raped women in war so powerfully conveyed, and all this without the movie ever being voyeuristic or graphic. In cinema, rape is often portrayed as something that looks like rough sex. It isn't always quite clear why women get so upset over it. In Come and See, rape is shown as nothing but pure, unadulterated, hate-fuelled violence with only a superficial, external resemblance to sex. Unlike other raped women on film, you cannot imagine those in Come and See ever healing from their scars. On another subject, whoever thinks this movie contains ""propaganda"" is obviously prejudiced against the movie simply because it's a Soviet production, and should think things over a little more carefully. It's astonishing how you can still find little traces of the Cold War mentality surviving to this day, even in younger viewers... The fact that as detractors of Come and See claim, Stalin ""was no better than Hitler"" has nothing to do with anything at all, in this movie's context - Klimov's picture is NOT about nationalistic oneupmanship on who had the worst tyrant - it's about the basic suffering of ordinary humanity in war - ANY war, though this one happened to be going on in Bielorussia. There was in fact ten times more propaganda in ten minutes of Saving Private Ryan than the whole of Come and See. This is painful, sublime cinema. I've always believed there's something special about Russians when it comes to producing art, especially literature - this movie goes some way towards reinforcing that impression in me."
Aliens,https://www.imdb.com/review/rw6072670/,"Welcome to 1986, where they had diverse AND well-written characters in what has to be one of the best Sci-Fi Action films of all time: ALIENS.Even in 1979, Ellen Ripley was what those wannabes today want to recreate: a strong, yet believable female character with a real challenge and a highly competent movie around her. Now, imagine being tasked to do a sequel to ALIEN. You'd be right to directly spray your pants, go throw up, have a heart attack and then politely decline. But not James Cameron. He went on and made one of the most valuable and memorable sequels in film history, despite having a lot of nay-sayers in his own team who didn't believe he could pull it off. Oh, the balls this guy had.Well, what can I tell you about this film that you don't already know? If you really haven't seen it, go watch it. Immediately. It basically is the American version of the suspenseful, British original, but it does get to expand on the world-building quite a lot, as well as on Ripley herself. Add Michael Biehn, Bill Paxton and a ton of Xenomorphs, paranoia, action, quite a bit of horror, Paul Reiser and Lance Henriksen and a badass called Vasquez, and you will have a cocktail that you won't forget, I promise. Then just realize that I didn't even mention Sigourney Weaver and holy cow, why are you still reading this?Go watch this movie!"
Amadeus,https://www.imdb.com/review/rw1587248/,"I'd like to point out a few facts before I review the movie. First of all, Mozart died at home surrounded by his family, pupil and a priest. Secondly, the plot of Amadeus is not exactly original. Rimsky-Korsakov wrote a short opera called ""Mozart and Salieri"" with the bare bones of the story and the identical characterization of the two composers, and he used Pushkin's drama for the libretto. So, the rumor that Salieri killed Mozart has been around for almost a couple of centuries though we all know there isn't an iota of veracity in it.That being said, Peter Shaffer's movie adaptation of his own play is still an astounding achievement. Have you ever seen a movie based on your favorite book and come out of the movie theater rather disappointed though the film version faithfully followed the storyline of the book? Amadeus is definitely not one of those movies. Shaffer clearly understands the difference between stage and film; the story is more elaborate in the movie, and some of the lengthy lines are replaced with more subtle images and close-ups.I'm often surprised to find that people don't get that Amadeus is the story of the fictionalized character, Antonio Salieri, not the real one, who adored Mozart's music but hated everything else about him. In other words, the movie viewers are seeing Mozart through Salieri's eyes. Needless to say, his view is rather slanted. If you have read Shaffer's original play, you probably remember he describes Mozart's laugh 'grating.' In the film, this annoying laugh becomes more symbolic. Though Salieri speaks in front of a Catholic priest, he is actually having a one-sided discourse with God. At one point, he declares, ""One day, I will laugh at you. Before I leave this earth, I will laugh at you."" But as he is wheeled out of his room by an aide at the asylum, what we hear is that screeching laugh of Mozart--or is it? It becomes obvious as we watch that this movie is called Amadeus because that's what Salieri wished to be--God's beloved.The movie might give some viewers who don't know much about Mozart a wrong impression that he was a cad, and it gives incorrect information on some of his music (e.g.; the count in The Marriage of Figaro sings ""Contessa perdono"" AFTER he learns that the woman dressed in the maid's clothes is his own wife. There's no mistaken identity here. Read the title of the song--Countess, forgive me!), but these are minor offenses. Though I am a die-hard Mozart fan, I can laugh at tongue-in-cheek references to Amadeus in other movies. My favorite? In Guarding Tess, a secret service agent tells his partner, ""He (Mozart)'s a jerk. One day, a guy shows up with a mask, and he drops dead."" What's not to like about Amadeus? The tale Peter Shaffer tells is gripping, the actors are first- rate, and, of course, there's music. The selection of Mozart's music in the movie is excellent; you can truly enjoy the beauty of his music no matter how much or how little you know about it. In case you are wondering, a little tune Mozart plays on his back and hands crossed as a penalty at a party is Viva Bacchus from The Abduction from the Seraglio, a duet for Pedrillo and Osmin. Pedrillo, while singing this song, is trying to get Osmin, the harem guard, drunk to help his master rescue his true love. No wonder Schikaneder calls it 'our song.' And the improvised version of Salieri's welcome march is actually a famous song, Non piu andrai farfallone amoroso, from The Marriage of Figaro.As I said, I'm a huge Mozart fan, so my rating may be somewhat biased, but what the heck, I gladly give ten stars to Amadeus. I watched it close to a hundred times over the years, and it still gives me a great pleasure every time I see (and hear) it."
Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/review/rw5413016/,"Totally should've won at least some of the awards it was nominated for! A very different adventure story with lots of adorable characters, more truths and the epic Emperor Palpatine! I love all the majestic forest aspects. Still crazy to me that they filmed so many parts especially the chases. The bulk of this art in cinema is done so well and always entertaining. Quite lovable many years later and not many movies have that kind of force!"
Das Boot,https://www.imdb.com/review/rw0182893/,"on modern ""boats"" life isn't easy- but compared to the living hell that the German U-Boats were, modern submariners have nothing to complain about. People in certain professions don't like to watch movies about those professions (Doctors and Nurses shy away from hospital dramas, for example). Submarine sailors are different. We love to watch every submarine movie ever made, from ""Run Silent, Run Deep"" and ""Destination: Tokyo"" to ""The Hunt For Red October"", ""Crimson Tide"" and ""U-571"". Why? Because we can always use a good laugh. For those in the know, submarine movies are usually absolutely hilarious. Except this one. After being in the Navy for four years, serving with around 350 different men, and being acquainted with a further 200-300, all of them submarine sailors, I think that I can state with absolute certainty that this film is the ONLY submarine movie that ALL submariners take seriously. And that is the highest praise a movie like this can possibly get."
